idx,db_id,question,gold_query,generated_raw,extracted_sql,score,reason
567,student_transcripts_tracking,How many transcripts are released?,SELECT count(*) FROM Transcripts,SELECT COUNT(*) FROM Transcripts,SELECT COUNT(*) FROM Transcripts,1.0,Resultados idênticos (ordered=False).
568,student_transcripts_tracking,How many transcripts are listed?,SELECT count(*) FROM Transcripts,SELECT COUNT(*) FROM Transcripts,SELECT COUNT(*) FROM Transcripts,1.0,Resultados idênticos (ordered=False).
569,student_transcripts_tracking,What is the last transcript release date?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT MAX(transcript_date) FROM Transcripts,SELECT MAX(transcript_date) FROM Transcripts,1.0,Resultados idênticos (ordered=True).
570,student_transcripts_tracking,When was the last transcript released?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT MAX(transcript_date) FROM Transcripts,SELECT MAX(transcript_date) FROM Transcripts,1.0,Resultados idênticos (ordered=True).
571,student_transcripts_tracking,How many times at most can a course enrollment result show in different transcripts? Also show the course enrollment id.,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT student_course_id, COUNT(*) FROM Student_Enrolment_Courses GROUP BY student_course_id ORDER BY COUNT(*) DESC LIMIT 1","SELECT student_course_id, COUNT(*) FROM Student_Enrolment_Courses GROUP BY student_course_id ORDER BY COUNT(*) DESC LIMIT 1",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=1 linhas."
572,student_transcripts_tracking,What is the maximum number of times that a course shows up in different transcripts and what is that course's enrollment id?,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT T2.student_course_id, COUNT(T1.student_course_id) AS TimesInTranscripts FROM Transcript_Contents AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.student_course_id = T2.student_course_id GROUP BY T2.student_course_id ORDER BY TimesInTranscripts DESC LIMIT 1","SELECT T2.student_course_id, COUNT(T1.student_course_id) AS TimesInTranscripts FROM Transcript_Contents AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.student_course_id = T2.student_course_id GROUP BY T2.student_course_id ORDER BY TimesInTranscripts DESC LIMIT 1",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=1 linhas."
573,student_transcripts_tracking,"Show the date of the transcript which shows the least number of results, also list the id.","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT T1.transcript_date, T1.transcript_id FROM Transcripts AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.transcript_id = T2.student_course_id GROUP BY T1.transcript_id ORDER BY COUNT(T2.student_course_id) LIMIT 1","SELECT T1.transcript_date, T1.transcript_id FROM Transcripts AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.transcript_id = T2.student_course_id GROUP BY T1.transcript_id ORDER BY COUNT(T2.student_course_id) LIMIT 1",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=1 linhas."
574,student_transcripts_tracking,What is the date and id of the transcript with the least number of results?,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT T1.transcript_date, T1.transcript_id FROM Transcripts AS T1 JOIN (SELECT transcript_id, COUNT(*) AS result_count FROM Transcript_Contents GROUP BY transcript_id) AS T2 ON T1.transcript_id = T2.transcript_id WHERE T2.result_count = (SELECT MIN(result_count) FROM (SELECT transcript_id, COUNT(*) AS result_count FROM Transcript_Contents GROUP BY transcript_id))","SELECT T1.transcript_date, T1.transcript_id FROM Transcripts AS T1 JOIN (SELECT transcript_id, COUNT(*) AS result_count FROM Transcript_Contents GROUP BY transcript_id) AS T2 ON T1.transcript_id = T2.transcript_id WHERE T2.result_count = (SELECT MIN(result_count) FROM (SELECT transcript_id, COUNT(*) AS result_count FROM Transcript_Contents GROUP BY transcript_id))",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=6 linhas."
575,student_transcripts_tracking,Find the semester when both Master students and Bachelor students got enrolled in.,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',"SELECT S.semester_name FROM Semesters S 
JOIN Student_Enrolment SE ON S.semester_id = SE.semester_id 
JOIN Degree_Programs DP ON SE.degree_program_id = DP.degree_program_id 
JOIN Departments D ON DP.department_id = D.department_id 
WHERE (D.department_name = 'Master' OR D.department_name = 'Bachelor') 
GROUP BY S.semester_name 
HAVING COUNT(DISTINCT CASE WHEN D.department_name = 'Master' THEN SE.student_id ELSE NULL END) > 0 AND COUNT(DISTINCT CASE WHEN D.department_name = 'Bachelor' THEN SE.student_id ELSE NULL END) > 0","SELECT S.semester_name FROM Semesters S 
JOIN Student_Enrolment SE ON S.semester_id = SE.semester_id 
JOIN Degree_Programs DP ON SE.degree_program_id = DP.degree_program_id 
JOIN Departments D ON DP.department_id = D.department_id 
WHERE (D.department_name = 'Master' OR D.department_name = 'Bachelor') 
GROUP BY S.semester_name 
HAVING COUNT(DISTINCT CASE WHEN D.department_name = 'Master' THEN SE.student_id ELSE NULL END) > 0 AND COUNT(DISTINCT CASE WHEN D.department_name = 'Bachelor' THEN SE.student_id ELSE NULL END) > 0",0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=0 linhas."
576,student_transcripts_tracking,What is the id of the semester that had both Masters and Bachelors students enrolled?,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',"SELECT S.semester_id FROM Semesters S
JOIN Student_Enrolment SE ON S.semester_id = SE.semester_id
JOIN Degree_Programs DP ON SE.degree_program_id = DP.degree_program_id
JOIN Departments D ON DP.department_id = D.department_id
WHERE D.department_name IN ('Masters', 'Bachelors') GROUP BY S.semester_id","SELECT S.semester_id FROM Semesters S
JOIN Student_Enrolment SE ON S.semester_id = SE.semester_id
JOIN Degree_Programs DP ON SE.degree_program_id = DP.degree_program_id
JOIN Departments D ON DP.department_id = D.department_id
WHERE D.department_name IN ('Masters', 'Bachelors') GROUP BY S.semester_id",0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=0 linhas."
577,student_transcripts_tracking,How many different addresses do the students currently live?,SELECT count(DISTINCT current_address_id) FROM Students,SELECT COUNT(DISTINCT current_address_id) FROM Students,SELECT COUNT(DISTINCT current_address_id) FROM Students,1.0,Resultados idênticos (ordered=False).
578,student_transcripts_tracking,What are the different addresses that have students living there?,SELECT count(DISTINCT current_address_id) FROM Students,"SELECT DISTINCT T1.line_1, T1.line_2, T1.line_3, T1.city, T1.zip_postcode, T1.state_province_county, T1.country FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id = T2.current_address_id OR T1.address_id = T2.permanent_address_id","SELECT DISTINCT T1.line_1, T1.line_2, T1.line_3, T1.city, T1.zip_postcode, T1.state_province_county, T1.country FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id = T2.current_address_id OR T1.address_id = T2.permanent_address_id",0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=14 linhas."
579,student_transcripts_tracking,List all the student details in reversed lexicographical order.,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,"SELECT first_name, last_name, middle_name, email_address, cell_mobile_number, ssn, date_first_registered, date_left FROM Students ORDER BY last_name, first_name DESC","SELECT first_name, last_name, middle_name, email_address, cell_mobile_number, ssn, date_first_registered, date_left FROM Students ORDER BY last_name, first_name DESC",0.0,"Resultados divergentes (ordered=True). gold=15 linhas, pred=15 linhas."
580,student_transcripts_tracking,What other details can you tell me about students in reverse alphabetical order?,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,"SELECT other_student_details FROM Students ORDER BY last_name DESC ASC, first_name DESC ASC ASC, middle_name DESC ASC ASC LIMIT 1000","SELECT other_student_details FROM Students ORDER BY last_name DESC ASC, first_name DESC ASC ASC, middle_name DESC ASC ASC LIMIT 1000",0.0,"Falha ao executar a consulta gerada: near ""ASC"": syntax error"
581,student_transcripts_tracking,Describe the section h.,SELECT section_description FROM Sections WHERE section_name  =  'h',SELECT * FROM Sections WHERE section_name = 'h',SELECT * FROM Sections WHERE section_name = 'h',0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=1 linhas."
582,student_transcripts_tracking,What is the description for the section named h?,SELECT section_description FROM Sections WHERE section_name  =  'h',SELECT section_description FROM Sections WHERE section_name = 'h',SELECT section_description FROM Sections WHERE section_name = 'h',1.0,Resultados idênticos (ordered=False).
583,student_transcripts_tracking,Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',SELECT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id = T2.address_id OR T1.permanent_address_id = T2.address_id WHERE T2.country = 'Haiti' OR T1.cell_mobile_number = '09700166582',SELECT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id = T2.address_id OR T1.permanent_address_id = T2.address_id WHERE T2.country = 'Haiti' OR T1.cell_mobile_number = '09700166582',0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=5 linhas."
584,student_transcripts_tracking,What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',SELECT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id = T2.address_id OR T1.permanent_address_id = T2.address_id WHERE T2.country = 'Haiti' OR T1.cell_mobile_number = '09700166582',SELECT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id = T2.address_id OR T1.permanent_address_id = T2.address_id WHERE T2.country = 'Haiti' OR T1.cell_mobile_number = '09700166582',0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=5 linhas."
585,tvshow,List the title of all cartoons in alphabetical order.,SELECT Title FROM Cartoon ORDER BY title,SELECT Title FROM Cartoon ORDER BY Title ASC,SELECT Title FROM Cartoon ORDER BY Title ASC,1.0,Resultados idênticos (ordered=True).
586,tvshow,What are the titles of the cartoons sorted alphabetically?,SELECT Title FROM Cartoon ORDER BY title,SELECT Title FROM Cartoon ORDER BY Title ASC,SELECT Title FROM Cartoon ORDER BY Title ASC,1.0,Resultados idênticos (ordered=True).
587,tvshow,"List all cartoon directed by ""Ben Jones"".","SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";","SELECT T1.Title FROM Cartoon AS T1 JOIN ""Directed_by"" AS T2 ON T1.id = T2.id WHERE T2.Directed_by = 'Ben Jones'","SELECT T1.Title FROM Cartoon AS T1 JOIN ""Directed_by"" AS T2 ON T1.id = T2.id WHERE T2.Directed_by = 'Ben Jones'",0.0,Falha ao executar a consulta gerada: no such table: Directed_by
588,tvshow,What are the names of all cartoons directed by Ben Jones?,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",SELECT T1.Title FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T2.Directed_by = 'Ben Jones',SELECT T1.Title FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T2.Directed_by = 'Ben Jones',0.0,Falha ao executar a consulta gerada: no such column: T2.Directed_by
589,tvshow,"How many cartoons were written by ""Joseph Kuhr""?","SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",SELECT COUNT(T2.id) FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T1.Written_by = 'Joseph Kuhr',SELECT COUNT(T2.id) FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T1.Written_by = 'Joseph Kuhr',1.0,Resultados idênticos (ordered=False).
590,tvshow,What is the number of cartoones written by Joseph Kuhr?,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",SELECT COUNT(T2.Written_by) FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T2.Written_by = 'Joseph Kuhr',SELECT COUNT(T2.Written_by) FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T2.Written_by = 'Joseph Kuhr',0.0,Falha ao executar a consulta gerada: no such column: T2.Written_by
591,tvshow,list all cartoon titles and their directors ordered by their air date,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date","SELECT T1.Title, T1.Directed_by FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id ORDER BY T1.Original_air_date","SELECT T1.Title, T1.Directed_by FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id ORDER BY T1.Original_air_date",1.0,Resultados idênticos (ordered=True).
592,tvshow,What is the name and directors of all the cartoons that are ordered by air date?,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date","SELECT T1.Title, T2.Directed_by FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id ORDER BY T1.Original_air_date","SELECT T1.Title, T2.Directed_by FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id ORDER BY T1.Original_air_date",0.0,Falha ao executar a consulta gerada: no such column: T2.Directed_by
593,tvshow,"List the title of all cartoon directed by ""Ben Jones"" or ""Brandon Vietti"".","SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";","SELECT T1.Title FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T2.Directed_by IN ('Ben Jones', 'Brandon Vietti')","SELECT T1.Title FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T2.Directed_by IN ('Ben Jones', 'Brandon Vietti')",0.0,Falha ao executar a consulta gerada: no such column: T2.Directed_by
594,tvshow,What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",SELECT T1.Title FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE (T2.Directed_by = 'Ben Jones' OR T2.Directed_by = 'Brandon Vietti') GROUP BY T1.Title,SELECT T1.Title FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE (T2.Directed_by = 'Ben Jones' OR T2.Directed_by = 'Brandon Vietti') GROUP BY T1.Title,0.0,Falha ao executar a consulta gerada: no such column: T2.Directed_by
595,tvshow,Which country has the most of TV Channels? List the country and number of TV Channels it has.,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;","SELECT T2.Country, COUNT(T1.id) AS Number_of_Channels FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id GROUP BY T2.Country ORDER BY Number_of_Channels DESC LIMIT 1","SELECT T2.Country, COUNT(T1.id) AS Number_of_Channels FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id GROUP BY T2.Country ORDER BY Number_of_Channels DESC LIMIT 1",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=1 linhas."
596,tvshow,What is the country with the most number of TV Channels and how many does it have?,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;","SELECT T2.Country, COUNT(T1.id) AS NumberOfChannels FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id GROUP BY T2.Country ORDER BY NumberOfChannels DESC LIMIT 1","SELECT T2.Country, COUNT(T1.id) AS NumberOfChannels FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id GROUP BY T2.Country ORDER BY NumberOfChannels DESC LIMIT 1",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=1 linhas."
597,tvshow,List the number of different series names and contents in the TV Channel table.,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;","SELECT COUNT(DISTINCT series_name), COUNT(DISTINCT Content) FROM TV_Channel","SELECT COUNT(DISTINCT series_name), COUNT(DISTINCT Content) FROM TV_Channel",1.0,Resultados idênticos (ordered=False).
598,tvshow,How many different series and contents are listed in the TV Channel table?,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;","SELECT COUNT(DISTINCT series_name), COUNT(DISTINCT Content) FROM TV_Channel","SELECT COUNT(DISTINCT series_name), COUNT(DISTINCT Content) FROM TV_Channel",1.0,Resultados idênticos (ordered=False).
599,tvshow,"What is the content of TV Channel with serial name ""Sky Radio""?","SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",SELECT T2.Content FROM TV_Channel AS T2 JOIN Cartoon AS T1 ON T1.Channel = T2.id WHERE T2.series_name = 'Sky Radio',SELECT T2.Content FROM TV_Channel AS T2 JOIN Cartoon AS T1 ON T1.Channel = T2.id WHERE T2.series_name = 'Sky Radio',0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=2 linhas."
600,tvshow,What is the content of the series Sky Radio?,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",SELECT T2.Content FROM TV_Channel AS T2 JOIN Cartoon AS T1 ON T2.id = T1.Channel WHERE T2.series_name = 'Sky Radio',SELECT T2.Content FROM TV_Channel AS T2 JOIN Cartoon AS T1 ON T2.id = T1.Channel WHERE T2.series_name = 'Sky Radio',0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=2 linhas."
601,tvshow,"What is the Package Option of TV Channel with serial name ""Sky Radio""?","SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";",SELECT T2.Package_Option FROM TV_Channel AS T2 JOIN Cartoon AS T1 ON T1.Channel = T2.id WHERE T2.series_name = 'Sky Radio',SELECT T2.Package_Option FROM TV_Channel AS T2 JOIN Cartoon AS T1 ON T1.Channel = T2.id WHERE T2.series_name = 'Sky Radio',0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=2 linhas."
602,tvshow,What are the Package Options of the TV Channels whose series names are Sky Radio?,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";",SELECT T2.Package_Option FROM TV_Channel AS T1 JOIN TV_series AS T3 ON T1.id = T3.Channel WHERE T1.series_name = 'Sky Radio',SELECT T2.Package_Option FROM TV_Channel AS T1 JOIN TV_series AS T3 ON T1.id = T3.Channel WHERE T1.series_name = 'Sky Radio',0.0,Falha ao executar a consulta gerada: no such column: T2.Package_Option
603,tvshow,How many TV Channel using language English?,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",SELECT COUNT(DISTINCT T1.id) FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.Language = 'English',SELECT COUNT(DISTINCT T1.id) FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.Language = 'English',0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=1 linhas."
604,tvshow,How many TV Channels use the English language?,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",SELECT COUNT(DISTINCT Channel) FROM TV_Channel WHERE Language = 'English',SELECT COUNT(DISTINCT Channel) FROM TV_Channel WHERE Language = 'English',0.0,Falha ao executar a consulta gerada: no such column: Channel
605,tvshow,List the language used least number of TV Channel. List language and number of TV Channel.,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;","SELECT T2.Language, COUNT(T1.id) AS Number_of_Channels FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id GROUP BY T2.Language ORDER BY Number_of_Channels ASC","SELECT T2.Language, COUNT(T1.id) AS Number_of_Channels FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id GROUP BY T2.Language ORDER BY Number_of_Channels ASC",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=2 linhas."
606,tvshow,What are the languages used by the least number of TV Channels and how many channels use it?,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;","SELECT T2.Language, COUNT(T1.id) AS Channel_Count 
FROM Cartoon AS T1 
JOIN TV_Channel AS T2 ON T1.Channel = T2.id 
GROUP BY T2.Language 
ORDER BY Channel_Count ASC LIMIT 1;","SELECT T2.Language, COUNT(T1.id) AS Channel_Count 
FROM Cartoon AS T1 
JOIN TV_Channel AS T2 ON T1.Channel = T2.id 
GROUP BY T2.Language 
ORDER BY Channel_Count ASC LIMIT 1",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=1 linhas."
607,tvshow,List each language and the number of TV Channels using it.,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE","SELECT T2.Language , COUNT(T1.id) FROM TV_Channel AS T2 JOIN Cartoon AS T1 ON T2.id = T1.Channel GROUP BY T2.Language","SELECT T2.Language , COUNT(T1.id) FROM TV_Channel AS T2 JOIN Cartoon AS T1 ON T2.id = T1.Channel GROUP BY T2.Language",0.0,"Resultados divergentes (ordered=False). gold=2 linhas, pred=2 linhas."
608,tvshow,"For each language, list the number of TV Channels that use it.","SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE","SELECT T2.Language, COUNT(T1.id) FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id GROUP BY T2.Language","SELECT T2.Language, COUNT(T1.id) FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id GROUP BY T2.Language",0.0,"Resultados divergentes (ordered=False). gold=2 linhas, pred=2 linhas."
609,tvshow,"What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name.","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",SELECT T2.series_name FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T1.Title = 'The Rise of the Blue Beetle!',SELECT T2.series_name FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T1.Title = 'The Rise of the Blue Beetle!',1.0,Resultados idênticos (ordered=False).
610,tvshow,"What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",SELECT T2.series_name FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T1.Title = 'The Rise of the Blue Beetle',SELECT T2.series_name FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T1.Title = 'The Rise of the Blue Beetle',0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=0 linhas."
611,tvshow,"List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".","SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT T1.Title FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T2.series_name = 'Sky Radio',SELECT T1.Title FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T2.series_name = 'Sky Radio',1.0,Resultados idênticos (ordered=False).
612,tvshow,"What is the title of all the cartools that are on the TV Channel with the series name ""Sky Radio""?","SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",SELECT T1.Title FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T2.series_name = 'Sky Radio',SELECT T1.Title FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T2.series_name = 'Sky Radio',1.0,Resultados idênticos (ordered=False).
613,tvshow,List the Episode of all TV series sorted by rating.,SELECT Episode FROM TV_series ORDER BY rating,"SELECT Episode, Rating FROM TV_series ORDER BY Rating","SELECT Episode, Rating FROM TV_series ORDER BY Rating",0.0,"Resultados divergentes (ordered=True). gold=12 linhas, pred=12 linhas."
614,tvshow,What are all of the episodes ordered by ratings?,SELECT Episode FROM TV_series ORDER BY rating,"SELECT Episode ,  Air_Date FROM TV_series ORDER BY Rating","SELECT Episode ,  Air_Date FROM TV_series ORDER BY Rating",0.0,"Resultados divergentes (ordered=True). gold=12 linhas, pred=12 linhas."
615,tvshow,List top 3 highest Rating  TV series. List the TV series's Episode and Rating.,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;","SELECT T2.Episode, T2.Rating FROM TV_series AS T2 JOIN (
SELECT Channel, MAX(Rating) AS MaxRating FROM TV_series GROUP BY Channel LIMIT 3
) AS T1 ON T2.Channel = T1.Channel ORDER BY T2.Rating DESC","SELECT T2.Episode, T2.Rating FROM TV_series AS T2 JOIN (
SELECT Channel, MAX(Rating) AS MaxRating FROM TV_series GROUP BY Channel LIMIT 3
) AS T1 ON T2.Channel = T1.Channel ORDER BY T2.Rating DESC",0.0,"Resultados divergentes (ordered=True). gold=3 linhas, pred=5 linhas."
616,tvshow,What are 3 most highly rated episodes in the TV series table and what were those ratings?,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;","SELECT TOP 3 Episode, Rating FROM TV_series ORDER BY Rating DESC","SELECT TOP 3 Episode, Rating FROM TV_series ORDER BY Rating DESC",0.0,"Falha ao executar a consulta gerada: near ""3"": syntax error"
617,tvshow,What is minimum and maximum share of TV series?,"SELECT max(SHARE) , min(SHARE) FROM TV_series;","SELECT min(""Share""), max(""Share"") FROM TV_series","SELECT min(""Share""), max(""Share"") FROM TV_series",0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=1 linhas."
618,tvshow,What is the maximum and minimum share for the TV series?,"SELECT max(SHARE) , min(SHARE) FROM TV_series;","SELECT MAX(TV_series.Weekly_Rank), MIN(TV_series.Weekly_Rank) FROM TV_series JOIN TV_Channel ON TV_series.Channel = TV_Channel.id","SELECT MAX(TV_series.Weekly_Rank), MIN(TV_series.Weekly_Rank) FROM TV_series JOIN TV_Channel ON TV_series.Channel = TV_Channel.id",0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=1 linhas."
619,tvshow,"What is the air date of TV series with Episode ""A Love of a Lifetime""?","SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",SELECT T2.`Air_Date` FROM TV_series AS T2 WHERE T2.`Episode` = 'A Love of a Lifetime',SELECT T2.`Air_Date` FROM TV_series AS T2 WHERE T2.`Episode` = 'A Love of a Lifetime',1.0,Resultados idênticos (ordered=False).
